site	layer	kind	component	alive_start	alive_answer-ce	max_ci_answer-ce	alive_integers	max_ci_integers	alive_last-pos-ceiling	max_ci_last-pos-ceiling	effect_run	effect_run_add	effect_run_sub	impairs_frac_run	impairs_frac_run_add	impairs_frac_run_sub	active_frac_run	ablated_dscore_run	ablated_dacc_run	swept_dkl_run	swept_dinteger_kl_run	swept_danswer_ce_run	swept_daccuracy_run	effect_answer-ce	effect_answer-ce_add	effect_answer-ce_sub	impairs_frac_answer-ce	impairs_frac_answer-ce_add	impairs_frac_answer-ce_sub	active_frac_answer-ce	ablated_dscore_answer-ce	ablated_dacc_answer-ce	swept_dkl_answer-ce	swept_dinteger_kl_answer-ce	swept_danswer_ce_answer-ce	swept_daccuracy_answer-ce	effect_integers	effect_integers_add	effect_integers_sub	impairs_frac_integers	impairs_frac_integers_add	impairs_frac_integers_sub	active_frac_integers	ablated_dscore_integers	ablated_dacc_integers	swept_dkl_integers	swept_dinteger_kl_integers	swept_danswer_ce_integers	swept_daccuracy_integers
layers.15.mlp.down_proj	15	mlp.down_proj	80	1	1	1	1	1	1	1	-0.000715411	-2.00361e-08	-0.0014308	0.04515	0.0006	0.0897	0.1258			5.68107e-05	5.54547e-05	0.00022316	0	-0.00011333	6.99408e-09	-0.000226666				0.1225			-0.000948906	-0.00141621	1.04308e-05	0.00390625	-0.000603323	-1.70911e-09	-0.00120665	0.0466	0.0005	0.0927	0.1246			9.01669e-05	7.76947e-05	0.000591755	0
layers.15.mlp.down_proj	15	mlp.down_proj	90	1	1	1	1	1	1	1	-0.00674938	8.80391e-13	-0.0134988	0.0813	0.0001	0.1625	0.3141			0.000502862	0.0002735	0.00692916	0.00195312	-0.00381326	1.72005e-15	-0.00762652				0.3084			-0.00972271	-0.00806499	0.00408977	0	-0.00636333	2.3465e-13	-0.0127267	0.0807	0.0001	0.1613	0.3135			0.000592411	0.000230864	0.00925589	-0.00390625
layers.15.mlp.down_proj	15	mlp.down_proj	96	1	1	1	1	1	1	1	-6.31034e-05	-0.00012483	-1.37674e-06	0.0186	0.0066	0.0306	0.04315			1.11386e-05	-7.1004e-06	-0.000307798	0.00195312	-4.13262e-05	-5.4599e-06	-7.71924e-05				0.03175			-0.000898361	-0.000709295	0.000116587	0	-7.17878e-05	-0.000134642	-8.93331e-06	0.01495	0.0044	0.0255	0.0405			8.04663e-07	9.68575e-07	-0.000100613	0
layers.15.mlp.down_proj	15	mlp.down_proj	98	1	1	1	1	1	1	1	-2.86444e-05	-8.83398e-05	3.10511e-05	0.0332	0.0298	0.0366	0.05065			1.39326e-06	-2.79769e-06	-0.000108957	0	-7.1783e-07	1.51156e-07	-1.58682e-06				0.0476			-0.000116825	-0.000166178	0.00015229	0	-1.98497e-05	-7.05671e-05	3.08677e-05	0.03245	0.0297	0.0352	0.04985			4.54783e-05	6.77556e-05	0.000279903	0
layers.15.mlp.down_proj	15	mlp.down_proj	99	1	1	0.929688	1	1	1	1	2.03027e-08	6.33594e-08	-2.2754e-08	0.00755	0.0149	0.0002	0.01065			3.45707e-06	2.32831e-06	1.26362e-05	0	-4.30089e-09	-8.60178e-09	0				0.01			-2.43187e-05	-9.05991e-06	0	0	8.17228e-08	1.63446e-07	4.99313e-14	0.00875	0.0174	0.0001	0.01			8.9407e-08	1.63913e-07	4.76837e-07	0
layers.15.mlp.down_proj	15	mlp.down_proj	103	1	1	1	1	1	1	1	1.92205e-06	3.84909e-06	-4.99089e-09	0.1081	0.216	0.0002	0.1499			6.21751e-06	2.35699e-05	-4.31538e-05	0	4.55081e-08	8.50494e-08	5.9667e-09				0.1464			-0.00058794	-0.000425816	-5.96046e-08	0	1.22368e-06	2.45506e-06	-7.70171e-09	0.1009	0.2019	0	0.1459			-2.03401e-05	-1.14217e-05	-0.000144005	0
layers.15.mlp.down_proj	15	mlp.down_proj	104	1	1	1	1	1	1	1	-1.48826e-05	5.07594e-06	-3.48412e-05	0.04365	0.0593	0.028	0.0975			-4.81308e-06	5.90086e-06	0.000158072	0	-6.72463e-06	9.8686e-07	-1.44361e-05				0.0666			-0.00055027	-0.000298023	7.23004e-05	0	-1.18314e-05	-4.25439e-06	-1.94084e-05	0.03585	0.0426	0.0291	0.0842			4.48525e-06	-5.85616e-06	0.000101089	0
layers.15.mlp.down_proj	15	mlp.down_proj	109	1	1	1	1	1	1	1	2.9031e-06	0	5.80621e-06	0.0754	0	0.1508	0.1009			-2.04593e-05	-5.79916e-05	-0.000406027	0	-2.08992e-07	0	-4.17984e-07				0.1002			-0.00036478	-0.000285149	0.000118792	0	3.39936e-06	0	6.79872e-06	0.08035	0	0.1607	0.09945			6.26296e-05	3.7834e-05	-0.000114918	0
layers.15.mlp.down_proj	15	mlp.down_proj	110	1	1	1	1	1	1	1	-6.40237e-05	5.1836e-05	-0.000179883	0.05185	0.0715	0.0322	0.1148			4.39025e-05	7.37756e-05	0.000546694	0	-1.39174e-05	-1.99845e-05	-7.85038e-06				0.0988			-0.00100422	-0.000689745	-5.9247e-05	0	-7.05432e-05	5.33543e-05	-0.000194441	0.05085	0.0709	0.0308	0.1124			3.74019e-06	8.16584e-06	4.29153e-06	0
layers.15.mlp.down_proj	15	mlp.down_proj	111	1	1	1	1	1	1	1	2.73882e-06	-1.09069e-06	6.56834e-06	0.0201	0.0104	0.0298	0.072			-1.78814e-06	4.32506e-06	-0.000178576	0	1.02683e-06	3.53129e-08	2.01835e-06				0.05765			-0.000154495	-3.74317e-05	5.75185e-05	0	3.1845e-06	-6.61003e-07	7.03e-06	0.01065	0.0046	0.0167	0.04305			6.75023e-06	1.04755e-05	0.000231266	0
layers.15.mlp.down_proj	15	mlp.down_proj	129	1	1	1	1	1	1	1	-0.00307647	-0.00348872	-0.00266423	0.03435	0.0203	0.0484	0.2625			0.000127383	0.000204865	0.00347209	0	-0.000278943	-6.37985e-05	-0.000494087				0.256			-0.0149584	-0.0135357	0.000297248	0	-0.00285223	-0.00337304	-0.00233143	0.0291	0.0194	0.0388	0.252			0.000424244	0.000620469	0.00497198	-0.0078125
layers.15.mlp.down_proj	15	mlp.down_proj	134	1	1	0.914062	1	0.925781	1	0.925781	1.66346e-07	-2.07676e-11	3.32712e-07	0.0059	0.0002	0.0116	0.0062			-1.18464e-06	4.45917e-06	-1.16825e-05	0	2.17851e-08	0	4.35703e-08				0.00545			0	0	0	0	1.75956e-07	3.65617e-14	3.51913e-07	0.005	0.0001	0.0099	0.00535			-7.97212e-06	-1.15931e-05	-7.24792e-05	0
layers.15.mlp.down_proj	15	mlp.down_proj	141	1	1	1	1	1	1	1	-0.000330474	1.05053e-09	-0.000660949	0.0095	0.0001	0.0189	0.06205			3.92534e-05	3.47979e-05	0.000120878	-0.00195312	-0.000104534	0	-0.000209069				0.05935			-0.000733852	-0.00066781	0.000109851	0	-0.000265735	0	-0.000531469	0.00955	0	0.0191	0.0597			4.19468e-05	4.87193e-05	0.000665188	-0.0078125
layers.15.mlp.down_proj	15	mlp.down_proj	144	1	1	1	1	1	1	1	-5.22808e-05	-9.49018e-05	-9.65976e-06	0.0445	0.0492	0.0398	0.0995			-7.56979e-06	1.12914e-05	-4.673e-05	0	6.28301e-05	-9.64899e-06	0.000135309				0.0793			-0.000127792	-5.50747e-05	2.5034e-05	0	-3.44237e-05	-7.3903e-05	5.05555e-06	0.04015	0.0422	0.0381	0.09375			-2.864e-05	3.241e-06	-0.00023365	0
layers.15.mlp.down_proj	15	mlp.down_proj	157	1	1	1	1	1	1	1	-2.03345e-07	-1.65913e-07	-2.40777e-07	0.0073	0.0128	0.0018	0.02995			2.64496e-07	1.31875e-06	1.3113e-05	0	-1.94017e-08	7.6415e-09	-4.64448e-08				0.0099			0	0	0	0	2.9028e-07	5.84904e-07	-4.34509e-09	0.0074	0.0148	0	0.01025			-8.64267e-07	-9.38773e-07	-1.09673e-05	0
layers.15.mlp.down_proj	15	mlp.down_proj	170	1	1	1	1	1	1	1	-1.54589e-05	-3.09182e-05	3.55113e-10	0.0405	0.0808	0.0002	0.07095			6.86944e-06	6.08712e-06	0.000181437	0	-2.26555e-07	-4.5311e-07	0				0.04435			0.000284195	0.000241995	-2.32458e-06	0	-1.06532e-05	-2.13063e-05	0	0.02755	0.0551	0	0.0525			-5.92321e-06	-2.47732e-05	-5.24521e-05	0
layers.15.mlp.down_proj	15	mlp.down_proj	172	1	1	1	1	1	1	1	-0.000176011	-0.000260845	-9.11766e-05	0.02565	0.0259	0.0254	0.0794			-1.2666e-05	-1.06767e-05	0.000225067	0	2.39322e-07	-2.04908e-05	2.09694e-05				0.0789			-0.000463486	9.89437e-05	-0.000206232	0	-0.000152637	-0.000232095	-7.31794e-05	0.02715	0.0292	0.0251	0.0789			4.09037e-06	6.63102e-06	-8.58307e-06	0
layers.15.mlp.down_proj	15	mlp.down_proj	184	1	1	1	1	1	1	1	1.35952e-05	1.674e-05	1.04503e-05	0.0256	0.025	0.0262	0.0515			9.22382e-06	2.48924e-05	6.46114e-05	0	-2.04124e-05	1.78271e-07	-4.10031e-05				0.0479			0.000427723	0.000348806	5.36442e-07	0	3.71192e-06	9.56028e-06	-2.13643e-06	0.0226	0.0217	0.0235	0.04585			-5.35697e-06	1.98334e-05	0.000141144	-0.00390625
layers.15.mlp.down_proj	15	mlp.down_proj	188	1	1	1	1	1	1	1	4.76369e-06	-1.84747e-05	2.8002e-05	0.0289	0.024	0.0338	0.05105			2.45124e-06	6.38515e-06	-5.60284e-05	0	3.29671e-06	7.68407e-07	5.82502e-06				0.0468			-0.00015831	-7.67708e-05	2.03848e-05	0	6.98559e-06	-1.54268e-05	2.9398e-05	0.02665	0.0234	0.0299	0.04765			2.0951e-05	3.69847e-05	0.00023365	0
layers.15.mlp.down_proj	15	mlp.down_proj	189	1	1	1	1	1	1	1	8.88662e-07	1.77732e-06	0	0.0489	0.0978	0	0.06525			1.27107e-05	2.03364e-05	1.3113e-05	0	-3.66137e-08	-7.32274e-08	0				0.06495			2.3365e-05	3.45707e-05	0	0	6.87101e-07	1.3742e-06	0	0.04755	0.0951	0	0.0641			-2.76342e-05	-2.82899e-05	-9.91821e-05	0
layers.15.mlp.down_proj	15	mlp.down_proj	193	1	1	0.402344	1	1	1	1	1.35931e-07	5.4701e-07	-2.75148e-07	0.0075	0.0085	0.0065	0.0186			-2.67439e-05	-2.03773e-05	3.60012e-05	0	-4.08532e-08	-6.42019e-08	-1.75045e-08				0.01265			0.000256062	0.000152826	-1.19209e-07	0	-1.60203e-06	-1.1969e-06	-2.00716e-06	0.004	0.0062	0.0018	0.0178			1.77622e-05	6.04242e-06	-0.000178814	0
layers.15.mlp.down_proj	15	mlp.down_proj	195	1	0	0	0	0	0	0.00195312	-6.0699e-10	0	-1.21398e-09	0	0	0	0.0001			0	0	0	0	0	0	0				0			0	0	0	0	0	0	0	0	0	0	0			0	0	0	0
layers.15.mlp.down_proj	15	mlp.down_proj	196	1	1	1	1	1	1	1	-5.04054e-06	-1.0182e-05	1.0094e-07	0.0091	0.0143	0.0039	0.0738			2.63005e-06	-3.70294e-06	7.48634e-05	0	-5.52005e-07	-1.10399e-06	-2.02319e-11				0.06615			-0.00036335	-0.000304461	1.07288e-06	0	-3.03838e-06	-6.09813e-06	2.13732e-08	0.01125	0.0205	0.002	0.06195			-1.08778e-06	-2.5481e-06	-0.000188351	0
layers.15.mlp.down_proj	15	mlp.down_proj	203	1	1	1	1	1	1	1	1.823e-05	2.89682e-06	3.35631e-05	0.0501	0.0119	0.0883	0.0661			1.62423e-06	-3.47942e-06	-9.08375e-05	0.00195312	1.28245e-06	2.84745e-09	2.56206e-06				0.0478			8.01086e-05	3.8147e-05	7.67112e-05	0.00390625	6.88024e-06	2.75099e-07	1.34854e-05	0.0297	0.0037	0.0557	0.0477			3.72976e-05	4.12464e-05	0.000136852	0
layers.15.mlp.down_proj	15	mlp.down_proj	225	1	1	1	1	1	1	1	1.43021e-06	-1.68038e-09	2.8621e-06	0.0187	0.0006	0.0368	0.03395			1.41561e-06	4.40702e-06	-0.000173569	0	3.80134e-06	-5.39167e-12	7.60269e-06				0.0327			-4.76837e-05	6.46114e-05	-1.37687e-05	0	1.63455e-06	8.88435e-10	3.2682e-06	0.0186	0.0004	0.0368	0.0317			1.2666e-06	-4.58956e-06	6.67572e-06	0
layers.15.mlp.down_proj	15	mlp.down_proj	229	1	1	1	1	1	1	1	9.64465e-06	1.92893e-05	0	0.1966	0.3932	0	0.2455			8.77678e-06	1.4443e-05	-1.64509e-05	0	-3.06056e-07	-6.12112e-07	0				0.246			-0.000330925	-0.000342131	2.16365e-05	0	1.02696e-05	2.05392e-05	0	0.1953	0.3907	0	0.2451			-6.47306e-05	-5.97984e-05	-0.000129223	0
layers.15.mlp.down_proj	15	mlp.down_proj	233	1	1	1	1	1	1	1	-3.71716e-05	-8.54585e-05	1.11153e-05	0.0729	0.0535	0.0923	0.1623			-4.95426e-05	-3.6519e-05	-0.000352859	0	-1.08119e-05	-6.44574e-06	-1.5178e-05				0.1552			-0.00014782	-1.97887e-05	6.64592e-05	0	-4.13645e-05	-7.15557e-05	-1.11733e-05	0.07435	0.0606	0.0881	0.1618			0.000114515	7.5385e-05	4.33922e-05	0
layers.15.mlp.down_proj	15	mlp.down_proj	234	1	1	1	1	1	1	1	7.05342e-05	-2.87622e-05	0.000169831	0.5385	0.4896	0.5874	1			-5.96493e-05	-3.76292e-05	9.75132e-05	0	-4.46219e-05	-1.62348e-05	-7.30089e-05				1			-0.00169659	-0.00157714	0.000432909	0.0078125	9.08511e-05	-7.51131e-06	0.000189214	0.5807	0.5594	0.6021	1			0.000161439	0.00010512	0.00250196	-0.0078125
layers.15.mlp.down_proj	15	mlp.down_proj	236	1	1	1	1	1	1	1	1.33316e-05	-1.83229e-06	2.84954e-05	0.0277	0.026	0.0294	0.0401			7.72625e-06	4.66406e-06	-3.8147e-06	0	-1.05618e-06	-3.899e-06	1.78665e-06				0.034			-0.000495911	-0.000476599	-7.17044e-05	0	9.84142e-06	-5.78837e-06	2.54712e-05	0.0268	0.0248	0.0288	0.0387			-3.016e-05	-3.42578e-05	-0.000340462	0
layers.15.mlp.down_proj	15	mlp.down_proj	243	1	1	1	1	1	1	1	-5.67382e-07	-2.08225e-06	9.47481e-07	0.00605	0.0027	0.0094	0.0208			9.86457e-06	1.33067e-05	0.000118971	0	1.42645e-06	1.08507e-09	2.85182e-06				0.0055			1.04904e-05	5.96046e-06	5.96046e-08	0	-3.9509e-07	-8.8319e-07	9.30101e-08	0.0041	0.003	0.0052	0.01015			8.64267e-07	4.31389e-06	7.15256e-06	0
layers.15.mlp.down_proj	15	mlp.down_proj	268	1	1	0.015625	1	0.945312	1	0.957031	1.72344e-06	0	3.44689e-06	0.0277	0	0.0554	0.03605			-5.02169e-06	-8.028e-06	-6.07967e-05	0.00195312	-9.25107e-11	0	-1.85021e-10				5e-05			0	0	0	0	1.79492e-06	0	3.58984e-06	0.02845	0	0.0569	0.0354			-1.13174e-05	3.12179e-06	0.000154018	0
layers.15.mlp.down_proj	15	mlp.down_proj	269	1	1	1	1	1	1	1	7.57415e-06	1.15663e-10	1.51482e-05	0.04785	0.0009	0.0948	0.06165			8.0727e-06	5.07757e-06	0.000128269	0	8.3707e-06	-1.01864e-11	1.67414e-05				0.0591			4.19617e-05	1.0252e-05	-0.00018847	0.00390625	6.12917e-06	1.32195e-10	1.22582e-05	0.04475	0.0009	0.0886	0.05865			4.36604e-06	7.37607e-06	0.000576973	0
layers.15.mlp.down_proj	15	mlp.down_proj	282	1	1	0.216797	1	1	1	1	2.56267e-08	6.11071e-10	5.06423e-08	0.00335	0.0004	0.0063	0.0061			-7.6741e-06	-6.57886e-06	-4.41074e-05	0	8.66097e-10	0	1.73219e-09				0.0006			0	0	0	0	1.17342e-08	0	2.34683e-08	0.00115	0	0.0023	0.0024			0	0	0	0
layers.15.mlp.down_proj	15	mlp.down_proj	297	1	1	1	1	1	1	1	-1.43516e-06	0	-2.87032e-06	0.0827	0	0.1654	0.16			-2.96161e-05	-4.68269e-05	-0.000120878	0	-2.17631e-09	0	-4.35263e-09				0.1589			0.000291348	0.000253439	-7.07507e-05	0	-1.41899e-06	0	-2.83799e-06	0.0809	0	0.1618	0.1587			5.24372e-05	5.58347e-05	0.000166416	0
layers.15.mlp.down_proj	15	mlp.down_proj	310	1	1	1	1	1	1	1	1.08496e-05	-1.12782e-05	3.29774e-05	0.0185	0.0194	0.0176	0.0287			1.42455e-05	1.44579e-05	6.27041e-05	0	-3.40566e-06	-5.43746e-07	-6.26758e-06				0.02185			0.000391006	0.000359297	0.000106812	0	2.73317e-06	-9.40248e-06	1.48688e-05	0.0147	0.0148	0.0146	0.0262			6.63102e-06	2.5332e-07	-6.34193e-05	0
layers.15.mlp.down_proj	15	mlp.down_proj	326	1	1	1	1	1	1	1	1.21547e-05	-1.66465e-08	2.4326e-05	0.03595	0	0.0719	0.0535			1.11833e-05	1.96286e-05	-4.62532e-05	0	-1.25571e-06	4.13823e-12	-2.51142e-06				0.04895			0.00014019	8.4877e-05	-6.62208e-05	0	1.12669e-05	-1.07723e-08	2.25445e-05	0.0345	0	0.069	0.05095			-1.71363e-06	-5.82635e-06	0.000249386	0
layers.15.mlp.down_proj	15	mlp.down_proj	329	1	1	1	1	1	1	1	-4.65119e-06	-8.81333e-06	-4.89047e-07	0.0012	0.0024	0	0.00785			8.12113e-07	1.19582e-06	-3.09944e-06	0	-2.36182e-07	-3.56872e-07	-1.15493e-07				0.0066			-1.43051e-05	-1.74046e-05	0	0	-4.2615e-06	-8.36751e-06	-1.5549e-07	0.001	0.0019	0.0001	0.0069			1.79783e-05	1.75834e-05	0.000125885	0
layers.15.mlp.down_proj	15	mlp.down_proj	331	1	1	1	1	1	1	1	-2.63719e-06	-5.27438e-06	0	0.0157	0.0314	0	0.045			-2.38419e-07	-1.12541e-05	-0.000252962	0	-3.07581e-07	-6.15161e-07	0				0.045			-1.81198e-05	-3.0756e-05	5.96046e-08	0	-1.10123e-06	-2.20246e-06	0	0.02125	0.0425	0	0.045			-1.71363e-07	-2.92063e-06	0.000130653	0
layers.15.mlp.down_proj	15	mlp.down_proj	347	1	1	1	1	1	1	1	9.59534e-05	-4.16689e-05	0.000233576	0.5336	0.4832	0.5841	1			-2.77683e-05	-9.48459e-06	0.000289202	0	-5.89682e-05	-2.16829e-05	-9.62535e-05				1			-0.00193596	-0.00140429	0.00048703	0.0078125	0.000123748	-1.21905e-05	0.000259687	0.5776	0.5553	0.5998	1			0.000123739	6.19739e-05	0.00219345	-0.0078125
layers.15.mlp.down_proj	15	mlp.down_proj	359	1	1	1	1	1	1	1	-2.79276e-05	-4.66915e-05	-9.16357e-06	0.0105	0.0065	0.0145	0.0384			6.33299e-08	8.58307e-06	-4.07696e-05	0.00195312	-1.89397e-05	7.55909e-07	-3.86352e-05				0.0301			0.000179768	0.000124216	0.000253379	0.00390625	-1.34386e-05	-4.51929e-05	1.83157e-05	0.0085	0.0052	0.0118	0.0318			-8.9407e-07	7.68155e-06	-3.00407e-05	0
layers.15.mlp.down_proj	15	mlp.down_proj	364	1	1	1	1	1	1	1	2.43347e-05	-1.52873e-05	6.39567e-05	0.0425	0.0416	0.0434	0.0833			8.6762e-06	2.86512e-05	-1.19209e-06	0	-6.2784e-06	-1.17746e-05	-7.82223e-07				0.06255			-0.000279427	-0.000162125	3.8743e-06	0	2.5067e-05	-1.24032e-05	6.25372e-05	0.04425	0.0438	0.0447	0.08305			-2.52277e-05	-4.28334e-05	-0.00044775	0
layers.15.mlp.down_proj	15	mlp.down_proj	366	1	1	1	1	1	1	1	-0.000110527	-7.35534e-05	-0.000147501	0.04505	0.0455	0.0446	0.1168			5.22733e-05	4.26061e-05	0.000479937	0	-1.01391e-05	-1.44732e-06	-1.8831e-05				0.1146			-0.00075388	-0.000546217	6.03795e-05	0	-0.000103317	-6.73972e-05	-0.000139236	0.04495	0.0461	0.0438	0.1161			1.96099e-05	4.4927e-05	0.000414848	-0.00390625
layers.15.mlp.down_proj	15	mlp.down_proj	374	1	1	1	1	1	1	1	2.66198e-05	1.36957e-05	3.95439e-05	0.0534	0.0575	0.0493	0.09885			-4.58211e-06	-5.52461e-06	-0.000567675	0	7.73278e-06	1.37978e-06	1.40858e-05				0.0961			-0.000279903	-0.00019908	-8.66652e-05	0	8.45643e-06	6.9756e-06	9.93726e-06	0.0445	0.0472	0.0418	0.09385			-1.42753e-05	-4.16487e-05	-9.05991e-06	0
layers.15.mlp.down_proj	15	mlp.down_proj	375	1	1	1	1	1	1	1	1.90075e-05	0	3.8015e-05	0.0362	0	0.0724	0.0907			-2.35066e-06	-4.1984e-06	0.00015974	0	1.38386e-05	0	2.76772e-05				0.06195			-1.04904e-05	-2.5034e-05	2.21133e-05	0	3.39132e-05	0	6.78263e-05	0.03435	0	0.0687	0.069			6.51181e-06	5.52833e-06	0.000500202	0
layers.15.mlp.down_proj	15	mlp.down_proj	398	1	1	1	1	1	1	1	-1.41531e-05	-2.669e-05	-1.61629e-06	0.009	0.0072	0.0108	0.02005			-2.74815e-05	-2.9467e-05	-6.29425e-05	0	4.90906e-06	-2.16361e-05	3.14542e-05				0.02005			-3.33786e-06	0.000131607	-8.27909e-05	0	-2.81768e-06	-1.42728e-05	8.63748e-06	0.00995	0.0079	0.012	0.0201			2.80142e-06	3.48687e-06	-0.00013113	0
layers.15.mlp.down_proj	15	mlp.down_proj	418	1	1	1	1	1	1	1	-0.00024518	2.55648e-11	-0.000490359	0.0053	0.0001	0.0105	0.08025			-1.22339e-05	-9.77889e-06	0.000399113	0.00195312	0.000163847	3.4197e-13	0.000327694				0.08			2.95639e-05	-1.26362e-05	0.000305474	0.00390625	-0.000224113	2.33063e-11	-0.000448227	0.00515	0.0001	0.0102	0.08005			1.75089e-06	-6.63102e-06	0.0008564	0
layers.15.mlp.down_proj	15	mlp.down_proj	425	1	1	1	1	1	1	1	3.12242e-06	-7.06395e-08	6.31548e-06	0.0073	0.004	0.0106	0.0127			2.78652e-06	1.62795e-06	5.19753e-05	0	1.5642e-07	0	3.12841e-07				0.00415			0	0	0	0	7.67019e-07	2.09298e-08	1.51311e-06	0.0045	0.0006	0.0084	0.00815			0	0	0	0
layers.15.mlp.down_proj	15	mlp.down_proj	426	1	1	1	1	1	1	1	-1.86322e-07	-1.97984e-06	1.60719e-06	0.0365	0.0457	0.0273	0.08355			1.45212e-05	2.39871e-05	-8.55923e-05	0	-3.02378e-06	-2.71458e-07	-5.7761e-06				0.0455			-0.000285149	-6.55651e-05	6.4075e-05	0	-3.48435e-06	-4.16336e-06	-2.80534e-06	0.01435	0.0126	0.0161	0.04195			-4.448e-06	7.17491e-06	0.000179768	-0.00390625
layers.15.mlp.down_proj	15	mlp.down_proj	451	1	1	1	1	1	1	1	9.3038e-06	-5.36083e-07	1.91437e-05	0.0241	0.0263	0.0219	0.03135			2.08616e-07	3.78862e-06	0.00011158	0	4.8009e-07	-8.05548e-08	1.04074e-06				0.0196			1.90735e-06	-1.5974e-05	5.96046e-08	0	6.0877e-06	-5.1105e-07	1.26864e-05	0.01845	0.0156	0.0213	0.02475			-2.18153e-05	-2.39313e-05	-2.6226e-05	0
layers.15.mlp.down_proj	15	mlp.down_proj	470	1	1	1	1	1	1	1	-1.28823e-05	-4.5669e-06	-2.11977e-05	0.04055	0.0518	0.0293	0.07305			-3.01749e-07	5.68852e-06	8.58307e-06	-0.00195312	1.77984e-06	-4.32703e-07	3.99237e-06				0.07235			-0.000369549	-0.000247955	3.36766e-05	0	-1.27303e-05	-3.49481e-06	-2.19657e-05	0.03925	0.0511	0.0274	0.07195			5.41657e-06	1.24052e-05	0.000254631	-0.00390625
layers.15.mlp.down_proj	15	mlp.down_proj	477	1	1	1	1	1	1	1	-1.81442e-05	7.84587e-06	-4.41342e-05	0.016	0.0217	0.0103	0.0313			9.86084e-06	2.09771e-05	9.36985e-05	0	-4.69149e-06	-4.28646e-06	-5.09652e-06				0.0307			-0.000102997	0.000105143	-0.000114381	0	-1.4662e-05	8.8969e-06	-3.82209e-05	0.017	0.0217	0.0123	0.03085			2.07648e-05	2.27168e-05	0.000358582	0
layers.15.mlp.down_proj	15	mlp.down_proj	483	1	1	1	1	1	1	1	1.94859e-05	1.03208e-05	2.8651e-05	0.04075	0.0394	0.0421	0.0516			-1.20699e-06	-1.28001e-05	-0.00015378	0	5.53867e-06	-1.95536e-06	1.30327e-05				0.048			8.63075e-05	7.4625e-05	3.09348e-05	0	1.82532e-05	1.11924e-05	2.53141e-05	0.03885	0.0375	0.0402	0.04985			5.96792e-06	4.23193e-06	-8.58307e-05	0
layers.15.mlp.down_proj	15	mlp.down_proj	489	1	0	0.00585938	1	1	1	1	-1.11013e-06	-2.22025e-06	0	0.0004	0.0008	0	0.01			-2.27615e-06	-8.45641e-07	-1.3113e-05	0	9.004e-14	1.8008e-13	0				0			0	0	0	0	-1.05125e-06	-2.1025e-06	0	0.0003	0.0006	0	0.01			-1.3411e-06	-1.16229e-06	-1.90735e-06	0
layers.15.mlp.down_proj	15	mlp.down_proj	492	1	1	1	1	1	1	1	-3.55309e-07	0	-7.10618e-07	0.0003	0	0.0006	0.00235			0	0	0	0	6.34004e-10	0	1.26801e-09				0.00235			0	0	0	0	-1.68717e-07	0	-3.37434e-07	0.0003	0	0.0006	0.0023			0	0	0	0
layers.15.mlp.down_proj	15	mlp.down_proj	506	1	0	0	1	1	1	1	4.9958e-07	9.98976e-07	1.84588e-10	0.0121	0.024	0.0002	0.0152			1.2394e-05	1.38544e-05	0.000201225	0	0	0	0				0			0	0	0	0	7.57946e-07	1.51807e-06	-2.18078e-09	0.00785	0.0157	0	0.01025			1.3411e-07	1.93715e-07	4.76837e-07	0
layers.15.mlp.down_proj	15	mlp.down_proj	508	1	1	1	1	1	1	1	-3.64701e-05	2.10439e-11	-7.29403e-05	0.0282	0.0001	0.0563	0.0836			1.71736e-06	-1.93715e-06	0.000141859	0	-6.20363e-06	0	-1.24073e-05				0.05955			-5.72205e-05	-2.26498e-05	-4.51207e-05	0	-3.49542e-05	7.56409e-12	-6.99084e-05	0.02955	0.0001	0.059	0.0815			2.52277e-05	2.37674e-05	9.05991e-05	0
layers.15.mlp.down_proj	15	mlp.down_proj	515	1	1	0.394531	1	0.394531	1	0.394531	3.49505e-07	-4.09856e-09	7.03108e-07	0.00405	0	0.0081	0.0051			8.27014e-07	2.98023e-07	6.4373e-06	0	-1.48988e-08	0	-2.97975e-08				0.0027			0	0	0	0	5.41012e-08	0	1.08202e-07	0.00245	0	0.0049	0.0027			0	0	0	0
layers.15.mlp.down_proj	15	mlp.down_proj	532	1	1	1	1	1	1	1	-3.08489e-06	5.82213e-06	-1.19919e-05	0.01365	0.0148	0.0125	0.02715			-5.93066e-06	-1.04681e-06	0.000122309	0	-4.05066e-06	-5.96154e-07	-7.50516e-06				0.0179			-5.91278e-05	-0.000110865	0.000112593	0	-2.34076e-06	4.40181e-06	-9.08332e-06	0.00915	0.0112	0.0071	0.02025			1.74865e-05	3.10913e-05	0.00018692	0
layers.15.mlp.down_proj	15	mlp.down_proj	535	1	1	1	1	1	1	1	-3.60692e-05	2.30938e-08	-7.21615e-05	0.02995	0.0001	0.0598	0.0666			1.86786e-05	1.79671e-05	2.09808e-05	0.00195312	-8.28676e-05	0	-0.000165735				0.062			0.000527382	4.33922e-05	0.000467479	0	-5.83738e-05	9.02414e-09	-0.000116757	0.02635	0.0002	0.0525	0.0662			7.69794e-05	6.29798e-05	-5.24521e-06	0
